index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
659631d47b1eb676ab5a3d5535277396,2026-07-01T01:01:17Z,'erneuerbare Energien Energiewende',www.tagesspiegel.de,de,0.9,Energiewende: Erneuerbare decken 58 Prozent des Stromverbrauchs - Rekord,In Deutschland kommt immer mehr klimaneutral erzeugter Strom zum Einsatz. Vor allem die Erzeugung aus Wind und Sonne legte im ersten Halbjahr kräftig zu.,https://www.tagesspiegel.de/wirtschaft/energiewende-erneuerbare-decken-58-prozent-des-stromverbrauchs-rekord-15779445.html,https://www.tagesspiegel.de/images/15779444/alternates/BASE_16_9_W1400/1782867677000/windpark.jpeg,,Erneuerbare Energien haben im ersten Halbjahr 58 Prozent des Stromverbrauchs in Deutschland gedeckt und damit so viel wie noch nie in einem ersten Halbjahr. Das geht aus Hochrechnungen des Zentrums f… [+1743 chars],,Energiewende: Erneuerbare decken 58 Prozent des Stromverbrauchs - Rekord. In Deutschland kommt immer mehr klimaneutral erzeugter Strom zum Einsatz. Vor allem die Erzeugung aus Wind und Sonne legte im ersten Halbjahr kräftig zu.,"Energy transition: Renewables cover 58 percent of electricity consumption - a record. In Germany, more and more climate-neutral electricity is being used. Wind and solar generation in particular increased significantly in the first half of the year.",Energy transitus: Renovationes operiunt 58 percent electricitatis consumptionem - recordum. In Germania magis magisque electricitas climatis-medium adhibetur. Ventus et generatio solaris singulariter aucta signanter in primo dimidium anni.,2026-07-03 12:05:31+00:00
88bf783b7b11fd4ecabc397a21e68d78,2026-07-01T08:19:32Z,'Energiewende',www.sueddeutsche.de,de,0.9,Energiewende in Bayern: Warum es beim Bau von Windrädern nicht vorwärtsgeht,Erst blockierte die CSU jahrelang die Windkraft. Nun fallen bayerische Projekte fast vollständig bei der Förderung des Bundes durch. Wie der Ausbau trotzdem funktionieren kann – Antworten auf die wichtigsten Fragen.,https://www.sueddeutsche.de/bayern/windkraft-bayern-csu-soeder-seehofer-suedquote-energiewende-windraeder-li.3507545,https://www.sueddeutsche.de/2026/06/26/356ef4eb-5b2b-42ca-aac1-ba44b68a8330.jpg?q=60&fm=webp&width=1200&rect=0%2C209%2C4000%2C2250,http://web.archive.org/web/20260702030717/https://www.sueddeutsche.de/bayern/windkraft-bayern-csu-soeder-seehofer-suedquote-energiewende-windraeder-li.3507545,Damit wird die Umsetzung eines zentralen Energiewende-Versprechens von CSU und Freien Wählern immer unwahrscheinlicher. 1000 neue Windkraftanlagen im Freistaat bis 2030 hatten sich die Parteien in ih… [+4794 chars],,Energiewende in Bayern: Warum es beim Bau von Windrädern nicht vorwärtsgeht. Erst blockierte die CSU jahrelang die Windkraft. Nun fallen bayerische Projekte fast vollständig bei der Förderung des Bundes durch. Wie der Ausbau trotzdem funktionieren kann – Antworten auf die wichtigsten Fragen.,Energy transition in Bavaria: Why the construction of wind turbines is not making progress. First the CSU blocked wind power for years. Now Bavarian projects are almost completely failing to receive federal funding. How the expansion can still work – answers to the most important questions.,Energy transitus in Bavaria: Quare constructio ventorum turbines non proficit. Primo vim ventorum in USU inclusit annis. Nunc incepta Bavarica fere omnino deficientes sumptu foederati accipiuntur. Quomodo dilatatio adhuc operari potest - responsa maximis quaestionibus.,2026-07-03 12:05:31+00:00
2587e99760218a1eeaf787869fe3479e,2026-07-01T02:00:34Z,'Energiewende',www.zeit.de,de,0.9,"Energiewende: Wasserstoff-Hochlauf: Technik reif, Preise noch zu hoch","Hier finden Sie Informationen zu dem Thema „Energiewende“. Lesen Sie jetzt „Wasserstoff-Hochlauf: Technik reif, Preise noch zu hoch“.",https://www.zeit.de/news/2026-07/01/wasserstoff-hochlauf-technik-reif-preise-noch-zu-hoch,https://img.zeit.de/news/2026-07/01/wasserstoff-hochlauf-technik-reif-preise-noch-zu-hoch-image-group/wide__1300x731,,Der Umbau der Industrie auf Wasserstoff läuft auf Hochtouren. Doch vom geplanten Wasserstoff-Kernnetz werden vor allem große Verbraucher profitieren. Viele mittelständische Unternehmen suchen deshalb… [+4809 chars],,"Energiewende: Wasserstoff-Hochlauf: Technik reif, Preise noch zu hoch. Hier finden Sie Informationen zu dem Thema „Energiewende“. Lesen Sie jetzt „Wasserstoff-Hochlauf: Technik reif, Preise noch zu hoch“.","Energy transition: Hydrogen ramp-up: technology ready, prices still too high. Here you will find information on the topic of “energy transition”. Now read “Hydrogen ramp-up: technology ready, prices still too high”.","Energy transitus: Hydrogenium aggerem-up: technicae parata, pretium adhuc nimis alta. Hic informationes invenies in argumento ""energiae transitus"". Nunc lege ""Hydrogen aggerem-sursum: technicae parata, pretium adhuc nimis altum"".",2026-07-03 16:21:46+00:00
9fd9da25a5f620b23e6cce2ab5f8c489,2026-07-01T08:21:00Z,'Energiewende',www.gamestar.de,de,0.9,Energie - Bremsklotz für die private Energiewende: Laut einer Studie lohnen sich PV-Anlagen mit Katharina Reiches neuen Solarregeln für viele Haushalte nicht mehr,Die aktuell diskutierten Reformen für Solaranlagenförderungen werden von einer Studie kritisch hinterfragt.,"https://www.gamestar.de/artikel/solaranlagen-katharina-reiche-studie-nicht-lukrativ,3455614.html",https://images.cgames.de/images/gamestar/293/katherina-reiche-pressefoto-bundetag_6419138.jpg,"http://web.archive.org/web/20260701125537/https://www.gamestar.de/artikel/solaranlagen-katharina-reiche-studie-nicht-lukrativ,3455614.html","Die neuen Regelungen von Bundeswirtschaftsministerin Katherina Reiche werden von einer Studie kritisiert. (Bildquelle: Bundestag)
Die Bundesregierung diskutiert noch immer über die geplante Abschaff… [+2456 chars]",,Energie - Bremsklotz für die private Energiewende: Laut einer Studie lohnen sich PV-Anlagen mit Katharina Reiches neuen Solarregeln für viele Haushalte nicht mehr. Die aktuell diskutierten Reformen für Solaranlagenförderungen werden von einer Studie kritisch hinterfragt.,"Energy - a brake on the private energy transition: According to a study, PV systems with Katharina Reiche's new solar rules are no longer worthwhile for many households. The currently discussed reforms for solar system subsidies are being critically questioned by a study.","Energy - fregit in transitus energiae privatae: Iuxta studium, PV systemata cum Katharina Reiche novae regulae solares pro multis familiis non iam operae sunt. Nunc de reformationibus pro subsidiis systematis solaris a studio critico interrogantur.",2026-07-04 07:40:40+00:00
bc07da14c3c7f27080b1e5a30bcc9b1e,2026-07-03T09:34:00Z,'fossile Subventionen Energiewende',www.dw.com,de,0.9,Bremst die AfD die Energiewende im Osten aus?,"Zurück zu Kohle und Kernkraft, Windradmoratorium und ein Aufnahmestopp für Nicht-EU-Ausländer: Warum die Wirtschaft in Ostdeutschland eine Regierungsbeteiligung der Alternative für Deutschland (AfD) fürchtet.",https://www.dw.com/de/bremst-die-afd-die-energiewende-im-osten-aus/a-77798464,https://static.dw.com/image/77788553_6.jpg,,"Er fährt ein Elektro-Auto und will in seiner Gemeinde Windräder aufstellen. Hannes Loth, Deutschlands erster hauptamtlicher Bürgermeister der in Teilen rechtsextremen Partei Alternative für Deutschla… [+6426 chars]",,"Bremst die AfD die Energiewende im Osten aus?. Zurück zu Kohle und Kernkraft, Windradmoratorium und ein Aufnahmestopp für Nicht-EU-Ausländer: Warum die Wirtschaft in Ostdeutschland eine Regierungsbeteiligung der Alternative für Deutschland (AfD) fürchtet.","Is the AfD slowing down the energy transition in the East? Back to coal and nuclear power, wind turbine moratorium and a ban on accepting non-EU foreigners: Why the economy in East Germany fears the Alternative for Germany (AfD) joining the government.","Estne AfD retardatio energiae transitus in Oriente? Revertere ad potentiam calculam et nuclearem, turbinem moratorium et bannum de acceptatione peregrinorum non-EU: quare oeconomia in Germania Orientali timet Alternativum pro Germania (AfD) iungendum imperium.",2026-07-05 07:54:10+00:00
72c5d6099e0dcc453fe99b0034d82969,2026-07-01T01:00:06Z,'Verbrenner-Aus Energiewende',www.zeit.de,de,0.9,Energiewende: Erneuerbare decken 58 Prozent des Stromverbrauchs - Rekord,Hier finden Sie Informationen zu dem Thema „Energiewende“. Lesen Sie jetzt „Erneuerbare decken 58 Prozent des Stromverbrauchs - Rekord“.,https://www.zeit.de/news/2026-07/01/erneuerbare-decken-58-prozent-des-stromverbrauchs-rekord,https://img.zeit.de/news/2026-07/01/erneuerbare-decken-58-prozent-des-stromverbrauchs-rekord-image-group/wide__1300x731,http://web.archive.org/web/20260702062649/https://www.zeit.de/news/2026-07/01/erneuerbare-decken-58-prozent-des-stromverbrauchs-rekord,Erneuerbare Energien haben im ersten Halbjahr 58 Prozent des Stromverbrauchs in Deutschland gedeckt und damit so viel wie noch nie in einem ersten Halbjahr. Das geht aus Hochrechnungen des Zentrums f… [+1695 chars],,Energiewende: Erneuerbare decken 58 Prozent des Stromverbrauchs - Rekord. Hier finden Sie Informationen zu dem Thema „Energiewende“. Lesen Sie jetzt „Erneuerbare decken 58 Prozent des Stromverbrauchs - Rekord“.,Energy transition: Renewables cover 58 percent of electricity consumption - a record. Here you will find information on the topic of “energy transition”. Now read “Renewables cover 58 percent of electricity consumption – record”.,"Energy transitus: Renovationes operiunt 58 percent electricitatis consumptionem - recordum. Hic informationes invenies in argumento ""energiae transitus"". Nunc lege ""Renewables operculum 58 percent electricitatis consumptionem - recordum"".",2026-07-05 11:26:43+00:00
dbd87a4fdc1f980663c8dd20e0e131d9,2026-07-04T09:56:20Z,'Energiewende',scilogs.spektrum.de,de,0.9,Klimakrise und Energiewende: ein paar positive Entwicklungen,Aus den SciLogs: In vieler Hinsicht ist unser gesamtgesellschaftlicher Umgang sowohl mit der Klimakrise als auch mit der Energiewende als Reaktion auf die neuen Erfordernisse ja durchaus frustrierend. Dass mit Trump in den USA jemand an die Macht gekommen ist…,https://scilogs.spektrum.de/relativ-einfach/klimakrise-und-energiewende-ein-paar-positive-entwicklungen/,https://scilogs.spektrum.de/relativ-einfach/files/Ouagadougou_shop-1024x685.jpg,,In vieler Hinsicht ist unser gesamtgesellschaftlicher Umgang sowohl mit der Klimakrise als auch mit der Energiewende als Reaktion auf die neuen Erfordernisse ja durchaus frustrierend. Dass mit Trump … [+22647 chars],,Klimakrise und Energiewende: ein paar positive Entwicklungen. Aus den SciLogs: In vieler Hinsicht ist unser gesamtgesellschaftlicher Umgang sowohl mit der Klimakrise als auch mit der Energiewende als Reaktion auf die neuen Erfordernisse ja durchaus frustrierend. Dass mit Trump in den USA jemand an die Macht gekommen ist…,"Climate crisis and energy transition: a few positive developments. From the SciLogs: In many respects, the way society as a whole is dealing with both the climate crisis and the energy transition as a reaction to the new requirements is quite frustrating. The fact that someone came to power in the USA with Trump...",Discrimen climatis et navitas transitus: paucae explicationes affirmativae. Ex SciLogs: Multis in rebus societas tota via agit cum discrimine climatis et industria transitus sicut reactionem ad nova requisita prorsus frustrans. Factum est quod aliquis in USA cum Trump venit in potestatem...,2026-07-05 11:26:43+00:00
6a2729a0b56885734a24906bbbe4eecb,2026-07-03T03:30:00Z,'Verbrenner-Aus Energiewende',www.nzz.ch,de,0.9,Berliner Bürokratie-Irrsinn: wie Deutschland mit einem Steuererlass die Energiewende torpediert,"Bei seltenen Erden und Technologiemetallen bestehen Knappheiten für die Industrie. Das Finanzministerium verschärft das Problem jetzt sogar noch. Von Firmen hagelt es Kritik, die Schweiz profitiert.",https://www.nzz.ch/wirtschaft/berliner-buerokratie-irrsinn-wie-deutschland-mit-einem-steuererlass-die-energiewende-torpediert-ld.10013656,"https://img-msp-prod.nzz.ch/2026/07/02/81991e04-874d-4d29-a3bc-91b71a2a7fbe.jpg?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=8192,4608,x0,y314&wmark=nzz",,"Bei seltenen Erden und Technologiemetallen bestehen Knappheiten für die Industrie. Das Finanzministerium verschärft das Problem jetzt sogar noch. Von Firmen hagelt es Kritik, die Schweiz profitiert.… [+7204 chars]",,"Berliner Bürokratie-Irrsinn: wie Deutschland mit einem Steuererlass die Energiewende torpediert. Bei seltenen Erden und Technologiemetallen bestehen Knappheiten für die Industrie. Das Finanzministerium verschärft das Problem jetzt sogar noch. Von Firmen hagelt es Kritik, die Schweiz profitiert.","Berlin bureaucracy madness: how Germany is torpedoing the energy transition with a tax waiver. There are shortages for the industry in rare earths and technology metals. The Ministry of Finance is now making the problem even worse. There is criticism from companies, but Switzerland benefits.","Berlin grapheocratia insania: quomodo Germania torpefacit energiam transitus cum tributo REPULSA. Desunt industriae in raris terris et metallis technicis. Ministerium Finance quaestionem nunc etiam peius facit. Non est reprehensio a societatibus, sed Helvetia prodest.",2026-07-05 16:02:40+00:00
67e3b15135e657b7b04635757d149855,2026-07-03T09:25:45Z,'Verbrenner-Aus Energiewende',www.tagesschau.de,de,0.9,Deutsche E-Auto-Förderung hilft stark chinesischen Herstellern,Die deutsche Förderung klimafreundlicher Autos kommt auch chinesischen Autobauern zugute. Das sorgt für Kritik an der Bundesregierung - bringt aber auch die Energiewende voran. Von Juri Sonnenholzner.,https://www.tagesschau.de/wirtschaft/verbraucher/e-auto-praemie-124.html,https://images.tagesschau.de/image/0810c8be-6f99-4bed-936c-448cef923858/AAABnFH1_Y0/AAABnSSvrFg/16x9-big/elektroautos-136.jpg?width=1280,http://web.archive.org/web/20260704032929/https://www.tagesschau.de/wirtschaft/verbraucher/e-auto-praemie-124.html,"Stand: 03.07.2026 11:25 Uhr
Die deutsche Förderung klimafreundlicher Autos kommt auch chinesischen Autobauern zugute. Das sorgt für Kritik an der Bundesregierung - bringt aber auch die Energiewende … [+6670 chars]",,Deutsche E-Auto-Förderung hilft stark chinesischen Herstellern. Die deutsche Förderung klimafreundlicher Autos kommt auch chinesischen Autobauern zugute. Das sorgt für Kritik an der Bundesregierung - bringt aber auch die Energiewende voran. Von Juri Sonnenholzner.,German e-car funding greatly helps Chinese manufacturers. German support for climate-friendly cars also benefits Chinese car manufacturers. This causes criticism of the federal government - but also advances the energy transition. By Juri Sonnenholzner.,Germanica e-carrum sumptu magnopere artifices Sinenses adiuvat. Germanica subsidia ad carros climata-amicos etiam artifices currus Sinenses adiuvat. Haec causat reprehensionem imperii foederati - sed etiam transitum energiae promovet. Excudebat Juri Sonnenholzner.,2026-07-06 17:38:22+00:00
ecf8652af93f3a0586c87d0d17420efc,2026-07-01T05:21:12Z,'Energiewende',www.spektrum.de,de,0.9,»Eine Win-Win-Win-Situation«,"Photovoltaik, Wärmepumpe, Energiespeicher, E-Auto: Die Energiewende, heißt es, findet im Einfamilienhaus statt. Warum eigentlich? Und was lässt sich dagegen tun? ️",https://www.spektrum.de/podcast/mission-energiewende-eine-win-win-win-situation/2331659,https://static.spektrum.de/fm/912/f1920x1080/GettyImages-1182601709.jpg,http://web.archive.org/web/20260701062433/https://www.spektrum.de/podcast/mission-energiewende-eine-win-win-win-situation/2331659,"Ein Podcast von 
Mieterstrom: Energiewende im Mehrfamilienhaus
Statistiken zufolge leben gut 44 Millionen Menschen in Deutschland zur Miete sie bleiben bei der Energiewende noch weitestgehend außen… [+1840 chars]",,"»Eine Win-Win-Win-Situation«. Photovoltaik, Wärmepumpe, Energiespeicher, E-Auto: Die Energiewende, heißt es, findet im Einfamilienhaus statt. Warum eigentlich? Und was lässt sich dagegen tun? ️","»A win-win-win situation«. Photovoltaics, heat pumps, energy storage, electric cars: the energy transition, it is said, takes place in single-family homes. Why actually? And what can be done about it? ️","»A-vincere-vincere situm«. Photovoltaics, calor soleatus, industria reposita, currus electrica: transitus vis, ut dicitur, fit in singulis domibus. Cur actu? Quo quid fieri potest? ️",2026-07-07 17:09:39+00:00
cb6ebf69fab78c97906037ec26a2faa7,2026-07-01T12:40:00Z,'Energiewende',taz.de,de,0.9,Entlastung in Milliardenhöhe: Speicherausbau senkt laut Studie Kosten der Energiewende,Der Anschluss von mehr Batteriespeichern würde das Stromsystem um Milliarden entlasten. Das zeigt eine Studie des Fraunhofer-Instituts.,https://taz.de/Entlastung-in-Milliardenhoehe/!6192363/,https://taz.de/picture/8582504/1200/41436242.jpeg,http://web.archive.org/web/20260702043512/https://taz.de/Entlastung-in-Milliardenhoehe/!6192363/,Der Anschluss von mehr Batteriespeichern würde das Stromsystem um Milliarden entlasten. Das zeigt eine Studie des Fraunhofer-Instituts. mehr...,,Entlastung in Milliardenhöhe: Speicherausbau senkt laut Studie Kosten der Energiewende. Der Anschluss von mehr Batteriespeichern würde das Stromsystem um Milliarden entlasten. Das zeigt eine Studie des Fraunhofer-Instituts.,"Relief in the billions: According to the study, storage expansion reduces the costs of the energy transition. Connecting more battery storage systems would reduce the burden on the electricity system by billions. This is shown by a study by the Fraunhofer Institute.","Relevium in billions: Secundum ad studium, expansio repono impensas minuit transitus energiae. Plures systemata altilium repositionis connectens, onus electricitatis a billions in systema reduceret. Hoc a studio Fraunhofer Instituto ostenditur.",2026-07-07 17:09:39+00:00
b27f967bd3712a8e1e8386e9c50a5044,2026-07-06T03:30:00Z,'erneuerbare Energien Energiewende',www.nzz.ch,de,0.9,Die OECD warnt: Ohne Kernkraft wird die Energiewende finanziell untragbar,"Stromsysteme, die vor allem auf Sonne und Wind setzen, führen laut der Kernenergieagentur der OECD zu enormen Systemkosten. Um diese im Zaum zu halten, brauche es neue AKW. Der Ausbau der Kernkraft steht jedoch vor enormen Hürden.",https://www.nzz.ch/wirtschaft/die-oecd-warnt-ohne-kernkraft-wird-die-energiewende-finanziell-untragbar-ld.10013836,"https://img-msp-prod.nzz.ch/2026/07/03/249d34d0-780d-432b-adc5-2c9c67a13700.jpg?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=3936,2214,x0,y410&wmark=nzz",,"Stromsysteme, die vor allem auf Sonne und Wind setzen, führen laut der Kernenergieagentur der OECD zu enormen Systemkosten. Um diese im Zaum zu halten, brauche es neue AKW. Der Ausbau der Kernkraft s… [+8044 chars]",,"Die OECD warnt: Ohne Kernkraft wird die Energiewende finanziell untragbar. Stromsysteme, die vor allem auf Sonne und Wind setzen, führen laut der Kernenergieagentur der OECD zu enormen Systemkosten. Um diese im Zaum zu halten, brauche es neue AKW. Der Ausbau der Kernkraft steht jedoch vor enormen Hürden.","The OECD warns: Without nuclear power, the energy transition will become financially unsustainable. According to the OECD Nuclear Energy Agency, power systems that rely primarily on solar and wind lead to enormous system costs. In order to keep this under control, new nuclear power plants are needed. However, the expansion of nuclear power faces enormous hurdles.","OECD monet: Sine potestate nuclei, energiae transitus fient financially inconstans. Secundum OECD Energy nuclei Agency, systemata potentia quae principaliter in solari et vento nituntur, ad enormes systematis sumptibus ducunt. Ad hoc in potestate custodiendum novae plantae nucleares necessariae sunt. Sed expansio potentiae nuclearis cratibus enormibus facies.",2026-07-07 21:18:53+00:00
33fddaea937174cac1bafdd407371b1f,2026-07-02T16:30:48Z,'Klimawandel',www.tagesspiegel.de,de,0.9,Klimawandel: Große Mehrheit fordert Investitionen in Hitzeschutz,89 Prozent der Deutschen sprechen sich laut Umfrage für mehr Investitionen in Hitzeschutz aus. Die Sorgen vor den Folgen des Klimawandels sind weit verbreitet.,https://www.tagesspiegel.de/gesellschaft/panorama/klimawandel-grosse-mehrheit-fordert-investitionen-in-hitzeschutz-15790323.html,https://www.tagesspiegel.de/images/15790322/alternates/BASE_16_9_W1400/1783009848000/mehrheit-fordert-investitionen-in-hitzeschutz.jpeg,http://web.archive.org/web/20260703030059/https://www.tagesspiegel.de/gesellschaft/panorama/klimawandel-grosse-mehrheit-fordert-investitionen-in-hitzeschutz-15790323.html,"Neun von zehn Deutschen halten einer Umfrage zufolge zusätzliche Investitionen für nötig, um die Infrastruktur besser auf künftige Hitzeperioden vorzubereiten. Im ARD-Deutschlandtrend von Infratest d… [+1208 chars]",,Klimawandel: Große Mehrheit fordert Investitionen in Hitzeschutz. 89 Prozent der Deutschen sprechen sich laut Umfrage für mehr Investitionen in Hitzeschutz aus. Die Sorgen vor den Folgen des Klimawandels sind weit verbreitet.,"Climate change: Large majority calls for investments in heat protection. According to the survey, 89 percent of Germans are in favor of more investment in heat protection. Concerns about the consequences of climate change are widespread.",Mutatio climatis: Maxima maioritas postulat pro fenore in tutelam caloris. Secundum percontationem 89 centesimas Germanorum magis in praesidio calori collocari favent. Curae de consequentibus mutationis climatis diffunduntur.,2026-07-08 11:44:30+00:00
4c183f6ea68e2c3b7ab5d7a86b09f10e,2026-07-02T17:11:53Z,'Klimawandel',www.zeit.de,de,0.9,Hitzeschutz: Mehrheit der Deutschen macht sich große Sorgen wegen des Klimawandels,Neun von zehn Deutschen fordern laut ARD-»Deutschlandtrend« mehr Investitionen in den Hitzeschutz. Die Rentenreform überzeugt nur etwa die Hälfte der Menschen.,https://www.zeit.de/wissenschaft/umwelt/2026-07/hitzeschutz-infrastruktur-investitionen-klimawandel-umfrage,https://img.zeit.de/wissenschaft/umwelt/2026-07/hitzeschutz-infrastruktur-investitionen-klimawandel-umfrage-foto-1/wide__1300x731,http://web.archive.org/web/20260703003810/https://www.zeit.de/wissenschaft/umwelt/2026-07/hitzeschutz-infrastruktur-investitionen-klimawandel-umfrage,"Zwei Drittel der Deutschen machen sich große oder sehr große Sorgen, dass der Klimawandel die Lebensgrundlagen zerstört. Das geht aus dem aktuellen ARD-Deutschlandtrend hervor. Frauen äußern diese So… [+2667 chars]",,Hitzeschutz: Mehrheit der Deutschen macht sich große Sorgen wegen des Klimawandels. Neun von zehn Deutschen fordern laut ARD-»Deutschlandtrend« mehr Investitionen in den Hitzeschutz. Die Rentenreform überzeugt nur etwa die Hälfte der Menschen.,"Heat protection: The majority of Germans are very worried about climate change. According to ARD's ""Deutschlandtrend"", nine out of ten Germans are calling for more investment in heat protection. The pension reform only convinces about half of the people.","Tutela caloris: Maxima Germanorum de mutatione climatis valde sollicita sunt. Secundum ARD scriptor ""Deutschlandtrend"" novem e decem Germanis vocant ut plus obsideri in praesidio caloris. Pensio reformatio tantum circiter dimidium populi convincit.",2026-07-08 11:44:30+00:00
98fa798fd01c4a403fe6f7ddcf45664b,2026-07-02T16:00:00Z,'Wasserstoff Energiewende',www.faz.net,de,0.9,Klimaneutrale Energie: Heizen mit Wasser aus der Lahn,Pionierarbeit für die Wärmewende: Energie für 4000 Wohnungen gewinnen die Stadtwerke Gießen fortan aus dem Fluss Lahn. In dem neuen Kraftwerk kommen nicht nur drei Großwärmepumpen zum Einsatz.,https://www.faz.net/aktuell/rhein-main/region-und-hessen/giessen-klimaneutrale-waerme-aus-der-lahn-fuer-4000-wohnungen-200990176.html,https://media0.faz.net/image/w1200h627/31afee142d82/w4032h2106x0y459o/202607/43601.0.2288804623/energiepaket-das-neue.webp,,"Mit ihrem ersten Flusskraftwerk wollen die Stadtwerke Gießen klimaneutrale Energie für fast 4000 Wohnungen in der Stadt an der Lahn gewinnen. Zu diesem Zweck werden Wärmepumpen, Blockheizkraftwerke u… [+4108 chars]",,Klimaneutrale Energie: Heizen mit Wasser aus der Lahn. Pionierarbeit für die Wärmewende: Energie für 4000 Wohnungen gewinnen die Stadtwerke Gießen fortan aus dem Fluss Lahn. In dem neuen Kraftwerk kommen nicht nur drei Großwärmepumpen zum Einsatz.,"Climate-neutral energy: Heating with water from the Lahn. Pioneering work for the heating transition: Stadtwerke Gießen will now generate energy for 4,000 apartments from the Lahn River. Not only three large heat pumps will be used in the new power plant.",Energia climate-neutralis: Calefaciens aqua e Lahn. Pioneering labor pro transitus calefactionis: Stadtwerke Gießen nunc navitatem pro 4.000 conclavium ab Lahn Flumine generabit. Non solum tres magni caloris soleatus in nova plantarum potentia adhibebuntur.,2026-07-08 21:00:43+00:00
3f29e80f7f573c5fbbab0f0a0958b14c,2026-07-05T10:58:03Z,'Energiewende Klimawandel',www.faz.net,de,0.9,Flusskraftwerk in Giessen: Blaupause für Energiewende von unten,Die Energiewende muss auch in den Städten und Gemeinden verwirklicht werden. Mit ihrem neuen Flusskraftwerk haben die Stadtwerke Gießen eine nachahmenswerte Vorlage für andere Kommunen geliefert.,https://www.faz.net/aktuell/rhein-main/region-und-hessen/flusskraftwerk-in-giessen-eine-blaupause-fuer-energiewende-von-unten-200994346.html,https://media0.faz.net/image/w1200h627/6802e84a2419/w4032h2106x0y459o/202607/43601.0.2288806952/innovation-das-mit-drei.webp,,Innovation entsteht oft aus Not und nicht aus Sattheit. Neue technische Entwicklungen in grundsätzlich satten Gesellschaften sind kein Widerspruch dazu. Der Mensch strebt nach Fortschritt. Und auch s… [+2250 chars],,Flusskraftwerk in Giessen: Blaupause für Energiewende von unten. Die Energiewende muss auch in den Städten und Gemeinden verwirklicht werden. Mit ihrem neuen Flusskraftwerk haben die Stadtwerke Gießen eine nachahmenswerte Vorlage für andere Kommunen geliefert.,"Run-of-river power plant in Giessen: blueprint for an energy transition from below. The energy transition must also be implemented in cities and communities. With their new run-of-river power plant, the Gießen municipal utilities have provided a model worth imitating for other municipalities.","Curre-of-flumen plantae potentiae in Giessen: blueprint ob energiam transitus ab inferis. Navitas transitus etiam in urbibus et communitatibus adimplenda est. Gießen utilitates municipales, cum nova curricula potentiae plantae, exemplum idoneum aliis municipiis imitandis praebuerunt.",2026-07-10 08:17:55+00:00
